IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.17.168.212,4,4,0.00,153.27,0.00
104.19.153.132,4,4,0.00,157.10,0.00
104.17.179.83,4,4,0.00,160.84,0.00
104.17.191.109,4,4,0.00,169.30,0.00
104.17.176.243,4,4,0.00,170.94,0.00
104.17.178.29,4,4,0.00,177.90,0.00
104.17.112.128,4,4,0.00,178.46,0.00
172.65.45.213,4,4,0.00,183.37,0.00
104.18.9.225,4,4,0.00,183.67,0.00
104.19.189.189,4,4,0.00,183.94,0.00
