IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
172.65.85.187,4,4,0.00,192.66,0.00
172.64.154.53,4,4,0.00,194.48,0.00
172.67.46.198,4,4,0.00,197.27,0.00
172.64.146.217,4,4,0.00,197.94,0.00
172.67.47.162,4,4,0.00,198.13,0.00
172.64.40.184,4,4,0.00,198.24,0.00
172.65.92.118,4,4,0.00,198.62,0.00
104.16.42.53,4,4,0.00,199.05,0.00
172.65.90.36,4,4,0.00,199.41,0.00
104.16.45.132,4,4,0.00,199.86,0.00
162.159.44.84,4,4,0.00,199.92,0.00
104.16.47.107,4,4,0.00,200.12,0.00
172.67.19.127,4,4,0.00,200.38,0.00
104.16.33.92,4,4,0.00,200.63,0.00
104.18.30.175,4,4,0.00,200.80,0.00
162.159.45.102,4,4,0.00,200.86,0.00
104.16.32.150,4,4,0.00,201.04,0.00
172.65.93.137,4,4,0.00,201.04,0.00
162.159.253.204,4,4,0.00,202.15,0.00
172.67.35.51,4,4,0.00,202.35,0.00
104.16.213.32,4,4,0.00,202.52,0.00
172.67.17.157,4,4,0.00,202.54,0.00
104.18.25.247,4,4,0.00,202.71,0.00
162.159.243.81,4,4,0.00,202.79,0.00
172.67.41.67,4,4,0.00,203.25,0.00
162.159.39.98,4,4,0.00,203.32,0.00
172.65.87.60,4,4,0.00,203.48,0.00
172.67.45.242,4,4,0.00,203.59,0.00
172.67.42.60,4,4,0.00,203.65,0.00
162.159.248.139,4,4,0.00,203.79,0.00
104.17.75.208,4,4,0.00,204.56,0.00
104.18.62.103,4,4,0.00,204.63,0.00
172.67.37.99,4,4,0.00,204.79,0.00
172.67.29.227,4,4,0.00,204.99,0.00
104.16.214.179,4,4,0.00,205.05,0.00
104.18.57.75,4,4,0.00,205.51,0.00
172.67.26.166,4,4,0.00,205.88,0.00
104.16.212.110,4,4,0.00,206.42,0.00
172.67.33.31,4,4,0.00,206.61,0.00
172.67.38.129,4,4,0.00,206.69,0.00
172.67.31.249,4,4,0.00,207.14,0.00
172.67.30.93,4,4,0.00,207.29,0.00
172.67.34.152,4,4,0.00,207.38,0.00
172.67.27.127,4,4,0.00,207.67,0.00
104.18.22.253,4,4,0.00,207.71,0.00
172.67.18.155,4,4,0.00,207.72,0.00
172.67.23.116,4,4,0.00,208.35,0.00
172.67.28.216,4,4,0.00,208.60,0.00
104.18.20.84,4,4,0.00,208.98,0.00
104.18.18.123,4,4,0.00,209.26,0.00
172.67.39.17,4,4,0.00,209.54,0.00
172.67.40.249,4,4,0.00,209.65,0.00
104.22.56.35,4,4,0.00,210.49,0.00
104.16.123.190,4,4,0.00,210.64,0.00
172.67.25.0,4,4,0.00,210.76,0.00
104.18.59.223,4,4,0.00,211.08,0.00
172.67.32.63,4,4,0.00,211.33,0.00
104.18.17.205,4,4,0.00,211.45,0.00
104.17.65.25,4,4,0.00,211.84,0.00
104.18.55.83,4,4,0.00,212.08,0.00
104.17.128.12,4,4,0.00,212.17,0.00
104.17.133.154,4,4,0.00,212.34,0.00
172.65.95.241,4,4,0.00,213.01,0.00
172.65.84.202,4,4,0.00,213.02,0.00
172.65.89.33,4,4,0.00,213.25,0.00
172.67.24.177,4,4,0.00,213.42,0.00
172.65.82.209,4,4,0.00,213.67,0.00
104.17.73.154,4,4,0.00,213.70,0.00
104.17.77.121,4,4,0.00,213.88,0.00
104.21.225.42,4,4,0.00,214.24,0.00
172.65.83.20,4,4,0.00,214.47,0.00
104.17.78.132,4,4,0.00,214.56,0.00
104.16.37.3,4,4,0.00,215.22,0.00
104.16.38.78,4,4,0.00,215.37,0.00
172.64.153.41,4,4,0.00,215.39,0.00
104.21.224.121,4,4,0.00,215.49,0.00
104.17.74.238,4,4,0.00,215.49,0.00
104.16.114.237,4,4,0.00,215.57,0.00
104.17.79.95,4,4,0.00,215.61,0.00
162.159.38.99,4,4,0.00,215.73,0.00
104.16.34.142,4,4,0.00,216.01,0.00
104.17.72.101,4,4,0.00,216.15,0.00
172.67.20.145,4,4,0.00,216.98,0.00
104.21.236.204,4,4,0.00,217.72,0.00
172.65.91.125,4,4,0.00,218.82,0.00
172.67.44.85,4,4,0.00,218.97,0.00
172.67.43.92,4,4,0.00,219.02,0.00
104.22.23.58,4,4,0.00,219.11,0.00
104.16.40.61,4,4,0.00,219.25,0.00
172.65.86.57,4,4,0.00,219.30,0.00
172.65.94.92,4,4,0.00,219.44,0.00
104.22.21.30,4,4,0.00,219.75,0.00
172.65.88.186,4,4,0.00,220.00,0.00
104.16.35.18,4,4,0.00,220.07,0.00
104.22.17.61,4,4,0.00,220.26,0.00
172.67.16.187,4,4,0.00,220.47,0.00
104.17.143.184,4,4,0.00,221.51,0.00
104.22.18.169,4,4,0.00,221.78,0.00
104.17.142.129,4,4,0.00,222.17,0.00
104.22.22.189,4,4,0.00,222.29,0.00
104.16.119.40,4,4,0.00,226.29,0.00
104.18.48.126,4,4,0.00,227.61,0.00
104.22.29.141,4,4,0.00,228.29,0.00
104.22.24.187,4,4,0.00,228.41,0.00
104.22.60.158,4,4,0.00,229.09,0.00
104.17.129.157,4,4,0.00,229.25,0.00
104.19.250.205,4,4,0.00,230.23,0.00
104.21.238.191,4,4,0.00,230.59,0.00
104.21.227.145,4,4,0.00,231.52,0.00
104.22.31.160,4,4,0.00,232.83,0.00
172.67.36.188,4,4,0.00,233.84,0.00
104.17.140.165,4,4,0.00,234.28,0.00
104.17.134.167,4,4,0.00,234.47,0.00
104.18.50.44,4,4,0.00,234.66,0.00
104.17.131.73,4,4,0.00,236.61,0.00
172.65.3.141,4,4,0.00,236.91,0.00
172.65.27.235,4,4,0.00,237.44,0.00
104.17.76.193,4,4,0.00,238.63,0.00
104.22.30.211,4,4,0.00,238.77,0.00
172.67.22.47,4,4,0.00,239.13,0.00
188.114.97.60,4,4,0.00,241.14,0.00
188.114.96.216,4,4,0.00,241.70,0.00
188.114.98.181,4,4,0.00,241.76,0.00
162.159.43.89,4,4,0.00,242.45,0.00
188.114.99.16,4,4,0.00,243.62,0.00
172.65.60.235,4,4,0.00,245.14,0.00
172.65.55.244,4,4,0.00,247.22,0.00
104.22.27.133,4,4,0.00,247.43,0.00
172.65.54.1,4,4,0.00,247.97,0.00
172.67.168.209,4,4,0.00,248.80,0.00
104.23.137.80,4,4,0.00,248.80,0.00
104.22.26.248,4,4,0.00,248.88,0.00
104.22.28.13,4,4,0.00,249.17,0.00
104.21.233.191,4,4,0.00,250.32,0.00
172.65.39.193,4,4,0.00,251.72,0.00
104.21.229.50,4,4,0.00,252.25,0.00
172.67.146.143,4,4,0.00,253.09,0.00
104.22.25.4,4,4,0.00,253.21,0.00
172.67.200.230,4,4,0.00,253.41,0.00
104.21.32.155,4,4,0.00,254.39,0.00
104.21.25.170,4,4,0.00,255.03,0.00
104.23.141.155,4,4,0.00,255.62,0.00
104.21.219.105,4,4,0.00,255.77,0.00
172.67.183.162,4,4,0.00,255.97,0.00
172.67.238.157,4,4,0.00,256.14,0.00
172.67.189.33,4,4,0.00,256.29,0.00
104.21.29.217,4,4,0.00,256.38,0.00
104.21.24.203,4,4,0.00,256.50,0.00
162.159.34.43,4,4,0.00,256.75,0.00
104.21.228.59,4,4,0.00,256.88,0.00
104.23.142.156,4,4,0.00,256.97,0.00
104.23.139.239,4,4,0.00,257.01,0.00
104.23.135.3,4,4,0.00,257.59,0.00
104.21.14.156,4,4,0.00,257.66,0.00
172.65.48.122,4,4,0.00,257.88,0.00
172.65.225.250,4,4,0.00,257.90,0.00
104.27.193.34,4,4,0.00,258.10,0.00
172.65.30.118,4,4,0.00,258.13,0.00
172.67.156.230,4,4,0.00,258.34,0.00
172.65.49.171,4,4,0.00,258.64,0.00
172.67.162.213,4,4,0.00,258.75,0.00
172.67.151.36,4,4,0.00,259.46,0.00
172.67.241.125,4,4,0.00,259.65,0.00
172.67.242.66,4,4,0.00,259.81,0.00
172.67.155.152,4,4,0.00,259.95,0.00
172.67.254.221,4,4,0.00,259.97,0.00
172.67.154.61,4,4,0.00,259.98,0.00
104.21.10.42,4,4,0.00,260.00,0.00
172.67.150.95,4,4,0.00,260.00,0.00
104.21.103.4,4,4,0.00,260.07,0.00
104.21.9.198,4,4,0.00,260.25,0.00
172.67.240.197,4,4,0.00,260.27,0.00
172.65.47.136,4,4,0.00,260.29,0.00
172.67.153.198,4,4,0.00,260.32,0.00
172.67.152.224,4,4,0.00,260.37,0.00
172.65.43.91,4,4,0.00,260.58,0.00
172.67.250.50,4,4,0.00,260.61,0.00
172.65.62.91,4,4,0.00,260.65,0.00
104.21.74.87,4,4,0.00,260.95,0.00
172.65.61.39,4,4,0.00,261.03,0.00
104.21.26.16,4,4,0.00,261.04,0.00
104.21.112.106,4,4,0.00,261.64,0.00
104.27.192.199,4,4,0.00,261.65,0.00
172.67.239.152,4,4,0.00,261.90,0.00
172.64.197.210,4,4,0.00,261.95,0.00
172.65.26.232,4,4,0.00,262.07,0.00
172.67.255.98,4,4,0.00,262.08,0.00
172.65.63.219,4,4,0.00,262.10,0.00
