IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
172.67.42.169,4,4,0.00,206.72,0.00
104.16.210.152,4,4,0.00,207.04,0.00
104.19.242.105,4,4,0.00,207.16,0.00
172.67.18.104,4,4,0.00,207.40,0.00
172.67.46.241,4,4,0.00,207.58,0.00
104.16.217.128,4,4,0.00,207.75,0.00
104.19.133.161,4,4,0.00,207.77,0.00
104.19.255.133,4,4,0.00,207.88,0.00
172.67.32.54,4,4,0.00,207.97,0.00
104.22.27.150,4,4,0.00,207.98,0.00
172.67.30.24,4,4,0.00,208.03,0.00
104.16.216.240,4,4,0.00,208.21,0.00
104.19.131.0,4,4,0.00,208.31,0.00
104.19.132.246,4,4,0.00,208.69,0.00
104.19.130.19,4,4,0.00,208.80,0.00
104.16.208.12,4,4,0.00,208.94,0.00
104.16.211.226,4,4,0.00,209.21,0.00
104.19.129.18,4,4,0.00,209.40,0.00
172.67.43.88,4,4,0.00,209.42,0.00
104.19.11.88,4,4,0.00,209.43,0.00
104.22.52.197,4,4,0.00,209.54,0.00
104.16.212.165,4,4,0.00,209.65,0.00
172.65.82.163,4,4,0.00,209.68,0.00
172.67.17.2,4,4,0.00,209.76,0.00
104.19.128.149,4,4,0.00,209.81,0.00
104.19.189.8,4,4,0.00,210.16,0.00
104.17.75.223,4,4,0.00,210.84,0.00
172.67.33.217,4,4,0.00,211.15,0.00
172.67.34.201,4,4,0.00,211.55,0.00
162.159.254.0,4,4,0.00,212.57,0.00
162.159.243.50,4,4,0.00,212.66,0.00
172.67.31.55,4,4,0.00,214.04,0.00
172.67.27.238,4,4,0.00,214.07,0.00
104.17.135.101,4,4,0.00,214.49,0.00
104.17.128.175,4,4,0.00,214.68,0.00
172.67.24.205,4,4,0.00,214.71,0.00
104.19.254.68,4,4,0.00,214.83,0.00
104.17.141.3,4,4,0.00,214.97,0.00
104.17.133.101,4,4,0.00,215.02,0.00
104.17.134.208,4,4,0.00,215.26,0.00
172.65.92.23,4,4,0.00,215.30,0.00
172.67.26.249,4,4,0.00,215.42,0.00
104.17.142.102,4,4,0.00,215.93,0.00
104.17.136.51,4,4,0.00,216.05,0.00
104.17.130.92,4,4,0.00,216.21,0.00
104.17.138.50,4,4,0.00,216.30,0.00
104.17.132.111,4,4,0.00,216.31,0.00
104.17.139.76,4,4,0.00,216.33,0.00
104.18.31.169,4,4,0.00,216.37,0.00
104.17.137.196,4,4,0.00,216.43,0.00
104.17.72.148,4,4,0.00,217.72,0.00
104.17.70.148,4,4,0.00,217.82,0.00
104.17.71.65,4,4,0.00,217.99,0.00
104.17.129.246,4,4,0.00,218.26,0.00
104.16.221.207,4,4,0.00,219.53,0.00
104.22.57.65,4,4,0.00,220.31,0.00
172.65.80.172,4,4,0.00,221.70,0.00
104.19.119.84,4,4,0.00,222.46,0.00
172.67.40.0,4,4,0.00,223.05,0.00
104.19.36.203,4,4,0.00,225.77,0.00
104.21.25.252,4,4,0.00,226.94,0.00
104.21.214.75,4,4,0.00,227.09,0.00
104.22.54.241,4,4,0.00,227.75,0.00
172.67.148.230,4,4,0.00,230.36,0.00
172.67.177.65,4,4,0.00,231.47,0.00
104.21.218.73,4,4,0.00,231.80,0.00
172.65.40.249,4,4,0.00,231.98,0.00
172.65.5.140,4,4,0.00,232.54,0.00
104.21.200.143,4,4,0.00,232.62,0.00
104.21.193.140,4,4,0.00,233.27,0.00
172.67.192.121,4,4,0.00,233.93,0.00
172.67.211.7,4,4,0.00,234.33,0.00
172.67.167.119,4,4,0.00,234.83,0.00
172.67.194.214,4,4,0.00,235.36,0.00
172.67.165.220,4,4,0.00,235.43,0.00
172.64.206.10,4,4,0.00,235.66,0.00
104.21.14.20,4,4,0.00,235.69,0.00
172.67.22.76,4,4,0.00,235.72,0.00
104.21.221.140,4,4,0.00,236.10,0.00
172.67.210.248,4,4,0.00,236.52,0.00
172.67.130.240,4,4,0.00,236.53,0.00
172.67.255.23,4,4,0.00,236.62,0.00
172.67.223.45,4,4,0.00,236.76,0.00
172.67.142.109,4,4,0.00,237.38,0.00
172.65.55.71,4,4,0.00,237.52,0.00
172.65.8.229,4,4,0.00,237.61,0.00
172.65.36.128,4,4,0.00,237.63,0.00
172.67.218.156,4,4,0.00,237.76,0.00
172.64.207.125,4,4,0.00,237.76,0.00
104.19.108.230,4,4,0.00,238.15,0.00
172.65.61.238,4,4,0.00,238.17,0.00
172.65.6.72,4,4,0.00,238.18,0.00
172.67.140.156,4,4,0.00,238.30,0.00
172.65.62.169,4,4,0.00,238.50,0.00
172.67.180.64,4,4,0.00,238.50,0.00
172.65.35.238,4,4,0.00,238.55,0.00
172.67.155.126,4,4,0.00,238.57,0.00
172.67.209.243,4,4,0.00,238.58,0.00
172.65.13.112,4,4,0.00,238.69,0.00
172.67.249.189,4,4,0.00,238.72,0.00
172.67.171.17,4,4,0.00,238.81,0.00
172.65.15.104,4,4,0.00,238.95,0.00
172.64.199.186,4,4,0.00,238.98,0.00
172.65.50.42,4,4,0.00,239.10,0.00
172.67.240.85,4,4,0.00,239.22,0.00
172.65.58.11,4,4,0.00,239.26,0.00
172.65.3.138,4,4,0.00,239.28,0.00
172.67.189.249,4,4,0.00,239.32,0.00
172.67.193.128,4,4,0.00,239.32,0.00
172.67.241.27,4,4,0.00,239.43,0.00
172.67.208.244,4,4,0.00,239.52,0.00
172.67.217.13,4,4,0.00,239.64,0.00
172.67.213.61,4,4,0.00,239.65,0.00
172.67.191.74,4,4,0.00,239.81,0.00
172.67.206.116,4,4,0.00,239.86,0.00
172.64.201.87,4,4,0.00,239.86,0.00
188.114.97.204,4,4,0.00,239.88,0.00
172.64.204.248,4,4,0.00,239.88,0.00
172.64.198.176,4,4,0.00,239.98,0.00
172.67.214.245,4,4,0.00,240.07,0.00
172.67.151.178,4,4,0.00,240.20,0.00
172.65.18.39,4,4,0.00,240.31,0.00
172.65.52.50,4,4,0.00,240.38,0.00
172.67.198.110,4,4,0.00,240.60,0.00
172.64.203.173,4,4,0.00,240.60,0.00
172.67.220.191,4,4,0.00,240.63,0.00
172.67.202.238,4,4,0.00,240.67,0.00
172.64.149.173,4,4,0.00,240.91,0.00
172.67.128.34,4,4,0.00,240.97,0.00
172.65.0.65,4,4,0.00,241.03,0.00
104.21.198.17,4,4,0.00,241.18,0.00
172.65.20.249,4,4,0.00,241.18,0.00
172.67.176.82,4,4,0.00,241.18,0.00
172.67.146.171,4,4,0.00,242.07,0.00
172.65.54.121,4,4,0.00,242.40,0.00
104.21.203.190,4,4,0.00,242.40,0.00
172.64.196.233,4,4,0.00,242.50,0.00
104.17.207.72,4,4,0.00,242.71,0.00
172.65.9.197,4,4,0.00,242.90,0.00
172.64.197.227,4,4,0.00,242.93,0.00
172.65.45.201,4,4,0.00,243.00,0.00
172.64.194.246,4,4,0.00,243.16,0.00
104.27.206.176,4,4,0.00,243.17,0.00
104.21.217.187,4,4,0.00,243.31,0.00
172.67.185.172,4,4,0.00,243.47,0.00
172.65.56.46,4,4,0.00,243.53,0.00
172.67.157.197,4,4,0.00,243.63,0.00
172.65.44.11,4,4,0.00,243.77,0.00
172.64.200.229,4,4,0.00,243.90,0.00
172.67.145.141,4,4,0.00,243.97,0.00
172.67.200.94,4,4,0.00,244.04,0.00
172.67.143.51,4,4,0.00,244.06,0.00
172.65.24.115,4,4,0.00,244.19,0.00
172.67.144.178,4,4,0.00,244.35,0.00
172.65.19.199,4,4,0.00,244.50,0.00
104.21.199.108,4,4,0.00,244.58,0.00
172.67.207.16,4,4,0.00,244.75,0.00
172.67.187.248,4,4,0.00,244.83,0.00
104.21.209.119,4,4,0.00,245.07,0.00
172.65.42.207,4,4,0.00,245.10,0.00
104.21.18.172,4,4,0.00,245.18,0.00
104.17.51.242,4,4,0.00,245.18,0.00
172.67.243.65,4,4,0.00,245.43,0.00
172.65.31.162,4,4,0.00,245.59,0.00
172.67.197.209,4,4,0.00,245.74,0.00
172.67.179.58,4,4,0.00,245.82,0.00
172.67.236.235,4,4,0.00,246.03,0.00
172.67.247.229,4,4,0.00,246.09,0.00
104.19.88.229,4,4,0.00,246.13,0.00
172.67.224.249,4,4,0.00,246.17,0.00
104.21.3.31,4,4,0.00,246.25,0.00
104.21.213.194,4,4,0.00,246.53,0.00
172.67.178.66,4,4,0.00,247.08,0.00
104.19.34.12,4,4,0.00,247.08,0.00
172.67.237.238,4,4,0.00,247.11,0.00
104.21.17.248,4,4,0.00,247.12,0.00
172.67.137.92,4,4,0.00,247.18,0.00
172.65.2.30,4,4,0.00,247.22,0.00
172.64.202.73,4,4,0.00,247.34,0.00
104.21.15.15,4,4,0.00,247.41,0.00
104.19.81.216,4,4,0.00,247.88,0.00
188.114.98.85,4,4,0.00,247.93,0.00
172.67.234.37,4,4,0.00,247.97,0.00
104.21.66.70,4,4,0.00,248.16,0.00
172.67.154.133,4,4,0.00,248.49,0.00
104.21.194.208,4,4,0.00,248.58,0.00
104.21.8.224,4,4,0.00,248.78,0.00
104.21.23.216,4,4,0.00,248.91,0.00
172.64.192.189,4,4,0.00,249.01,0.00
104.23.128.155,4,4,0.00,249.67,0.00
172.67.231.225,4,4,0.00,249.74,0.00
172.67.212.197,4,4,0.00,249.80,0.00
172.67.235.217,4,4,0.00,249.86,0.00
172.67.149.33,4,4,0.00,249.91,0.00
172.67.238.56,4,4,0.00,250.01,0.00
104.21.2.202,4,4,0.00,250.04,0.00
104.19.73.13,4,4,0.00,250.72,0.00
172.67.162.213,4,4,0.00,251.05,0.00
104.21.9.194,4,4,0.00,251.06,0.00
172.67.163.1,4,4,0.00,251.08,0.00
172.67.184.204,4,4,0.00,251.17,0.00
104.19.59.110,4,4,0.00,251.44,0.00
172.67.230.228,4,4,0.00,251.48,0.00
172.67.166.151,4,4,0.00,251.53,0.00
141.101.90.57,4,4,0.00,251.70,0.00
172.65.38.190,4,4,0.00,252.13,0.00
172.65.12.22,4,4,0.00,252.17,0.00
172.67.164.145,4,4,0.00,252.24,0.00
172.65.39.174,4,4,0.00,252.40,0.00
172.65.47.100,4,4,0.00,252.66,0.00
172.67.239.77,4,4,0.00,252.81,0.00
172.64.78.37,4,4,0.00,253.83,0.00
104.17.49.39,4,4,0.00,254.32,0.00
172.65.49.248,4,4,0.00,254.42,0.00
172.65.37.41,4,4,0.00,254.71,0.00
104.17.38.228,4,4,0.00,256.13,0.00
172.67.225.219,4,4,0.00,256.16,0.00
172.65.33.79,4,4,0.00,256.41,0.00
104.27.200.149,4,4,0.00,257.29,0.00
104.21.207.106,4,4,0.00,257.62,0.00
172.67.221.32,4,4,0.00,257.64,0.00
172.64.136.51,4,4,0.00,257.78,0.00
104.17.118.38,4,4,0.00,257.91,0.00
172.67.215.40,4,4,0.00,257.98,0.00
172.67.245.38,4,4,0.00,258.27,0.00
104.27.199.157,4,4,0.00,258.33,0.00
172.67.156.189,4,4,0.00,258.55,0.00
104.16.196.77,4,4,0.00,258.67,0.00
172.67.173.27,4,4,0.00,258.80,0.00
172.65.22.94,4,4,0.00,259.07,0.00
172.67.153.199,4,4,0.00,259.18,0.00
172.67.169.75,4,4,0.00,259.23,0.00
172.67.205.9,4,4,0.00,259.28,0.00
172.67.229.90,4,4,0.00,259.36,0.00
172.64.193.152,4,4,0.00,259.63,0.00
172.67.175.128,4,4,0.00,259.80,0.00
104.21.103.219,4,4,0.00,259.87,0.00
172.64.101.145,4,4,0.00,259.92,0.00
172.67.204.74,4,4,0.00,260.08,0.00
172.65.34.105,4,4,0.00,260.14,0.00
104.23.137.243,4,4,0.00,260.35,0.00
172.67.216.173,4,4,0.00,260.36,0.00
104.21.212.120,4,4,0.00,261.22,0.00
104.27.207.247,4,4,0.00,261.77,0.00
104.17.24.156,4,4,0.00,262.05,0.00
104.19.66.223,4,4,0.00,262.08,0.00
172.65.25.53,4,4,0.00,262.50,0.00
172.67.150.32,4,4,0.00,262.86,0.00
172.64.165.48,4,4,0.00,262.95,0.00
104.16.186.55,4,4,0.00,262.97,0.00
104.19.124.87,4,4,0.00,263.07,0.00
172.66.31.121,4,4,0.00,263.34,0.00
104.21.216.49,4,4,0.00,263.62,0.00
104.19.121.208,4,4,0.00,263.90,0.00
104.17.175.3,4,4,0.00,264.18,0.00
104.21.20.124,4,4,0.00,264.49,0.00
172.64.161.66,4,4,0.00,264.57,0.00
172.65.211.201,4,4,0.00,264.80,0.00
172.64.142.53,4,4,0.00,264.90,0.00
172.64.107.113,4,4,0.00,264.92,0.00
172.67.134.171,4,4,0.00,265.23,0.00
172.67.152.193,4,4,0.00,265.25,0.00
172.67.188.188,4,4,0.00,265.32,0.00
104.21.19.120,4,4,0.00,265.43,0.00
104.19.127.18,4,4,0.00,265.44,0.00
104.19.104.75,4,4,0.00,265.54,0.00
104.27.205.139,4,4,0.00,265.75,0.00
172.64.140.151,4,4,0.00,266.05,0.00
104.23.136.222,4,4,0.00,266.07,0.00
104.23.131.30,4,4,0.00,266.08,0.00
104.21.5.223,4,4,0.00,266.36,0.00
172.64.130.213,4,4,0.00,266.52,0.00
104.21.0.91,4,4,0.00,266.85,0.00
172.64.163.36,4,4,0.00,266.89,0.00
104.21.106.75,4,4,0.00,266.90,0.00
172.67.141.43,4,4,0.00,266.90,0.00
172.65.60.161,4,4,0.00,267.12,0.00
172.64.106.125,4,4,0.00,267.18,0.00
172.64.111.1,4,4,0.00,267.22,0.00
172.64.104.83,4,4,0.00,267.39,0.00
172.65.223.64,4,4,0.00,267.52,0.00
104.21.208.213,4,4,0.00,267.59,0.00
104.19.98.91,4,4,0.00,267.69,0.00
104.23.142.49,4,4,0.00,268.17,0.00
172.67.138.232,4,4,0.00,268.17,0.00
172.67.233.128,4,4,0.00,268.60,0.00
172.64.128.134,4,4,0.00,268.89,0.00
172.64.133.157,4,4,0.00,269.16,0.00
104.16.245.31,4,4,0.00,269.24,0.00
104.23.134.173,4,4,0.00,269.57,0.00
172.64.174.51,4,4,0.00,269.66,0.00
172.65.48.75,4,4,0.00,269.94,0.00
104.27.202.240,4,4,0.00,270.47,0.00
172.64.171.20,4,4,0.00,270.94,0.00
172.64.129.44,4,4,0.00,270.97,0.00
172.64.168.125,4,4,0.00,271.01,0.00
104.27.201.169,4,4,0.00,271.02,0.00
172.64.109.68,4,4,0.00,271.15,0.00
104.19.38.161,4,4,0.00,271.81,0.00
104.16.242.234,4,4,0.00,272.03,0.00
172.66.3.212,4,4,0.00,272.44,0.00
172.67.254.151,4,4,0.00,272.74,0.00
172.67.228.184,4,4,0.00,272.79,0.00
172.67.253.128,4,4,0.00,273.30,0.00
104.19.20.183,4,4,0.00,273.33,0.00
104.17.119.202,4,4,0.00,273.38,0.00
172.67.195.200,4,4,0.00,273.65,0.00
172.64.100.44,4,4,0.00,273.71,0.00
172.64.231.219,4,4,0.00,273.77,0.00
172.65.57.202,4,4,0.00,274.01,0.00
172.65.199.188,4,4,0.00,274.34,0.00
172.66.217.203,4,4,0.00,274.41,0.00
172.64.173.95,4,4,0.00,274.64,0.00
172.67.252.247,4,4,0.00,275.12,0.00
172.64.99.218,4,4,0.00,275.32,0.00
172.64.87.164,4,4,0.00,276.23,0.00
172.64.145.221,4,4,0.00,276.32,0.00
104.16.193.1,4,4,0.00,276.36,0.00
104.19.118.164,4,4,0.00,276.45,0.00
172.64.143.166,4,4,0.00,276.57,0.00
172.64.162.215,4,4,0.00,276.76,0.00
172.65.30.175,4,4,0.00,276.88,0.00
172.64.139.75,4,4,0.00,276.90,0.00
104.23.140.122,4,4,0.00,277.24,0.00
172.64.105.208,4,4,0.00,277.38,0.00
104.21.223.227,4,4,0.00,277.45,0.00
172.64.134.220,4,4,0.00,277.48,0.00
172.64.135.144,4,4,0.00,277.50,0.00
104.19.27.126,4,4,0.00,277.74,0.00
104.17.81.252,4,4,0.00,277.81,0.00
172.64.172.202,4,4,0.00,278.02,0.00
172.67.226.31,4,4,0.00,278.03,0.00
172.64.169.67,4,4,0.00,278.27,0.00
172.64.110.179,4,4,0.00,278.30,0.00
172.64.164.181,4,4,0.00,278.49,0.00
172.64.170.180,4,4,0.00,278.61,0.00
172.64.167.109,4,4,0.00,279.32,0.00
172.64.102.64,4,4,0.00,279.39,0.00
172.64.103.100,4,4,0.00,279.72,0.00
104.17.89.249,4,4,0.00,279.80,0.00
104.27.197.193,4,4,0.00,279.82,0.00
104.19.30.180,4,4,0.00,280.02,0.00
104.19.168.39,4,4,0.00,281.15,0.00
104.19.57.120,4,4,0.00,281.15,0.00
104.18.254.193,4,4,0.00,281.42,0.00
172.65.231.57,4,4,0.00,281.45,0.00
104.17.163.172,4,4,0.00,281.68,0.00
172.64.160.207,4,4,0.00,282.01,0.00
104.19.171.99,4,4,0.00,282.14,0.00
162.159.205.193,4,4,0.00,282.48,0.00
172.64.131.188,4,4,0.00,282.49,0.00
188.114.96.17,4,4,0.00,282.75,0.00
162.159.35.220,4,4,0.00,282.90,0.00
172.64.53.80,4,4,0.00,283.03,0.00
172.64.46.217,4,4,0.00,283.10,0.00
172.64.141.73,4,4,0.00,283.23,0.00
104.16.179.32,4,4,0.00,283.61,0.00
104.19.13.205,4,4,0.00,284.00,0.00
104.17.202.78,4,4,0.00,284.09,0.00
104.16.94.66,4,4,0.00,284.21,0.00
172.64.50.52,4,4,0.00,284.54,0.00
103.21.244.252,4,4,0.00,284.60,0.00
172.65.63.183,4,4,0.00,284.79,0.00
104.16.172.90,4,4,0.00,284.86,0.00
104.19.44.3,4,4,0.00,285.43,0.00
172.64.158.217,4,4,0.00,285.60,0.00
104.17.22.12,4,4,0.00,287.85,0.00
104.18.8.213,4,4,0.00,288.57,0.00
104.18.135.129,4,4,0.00,289.60,0.00
172.66.0.108,4,4,0.00,289.90,0.00
104.19.45.167,4,4,0.00,289.91,0.00
172.65.204.125,4,4,0.00,289.95,0.00
104.16.194.21,4,4,0.00,290.76,0.00
172.64.91.246,4,4,0.00,290.77,0.00
172.64.41.169,4,4,0.00,290.89,0.00
104.19.39.244,4,4,0.00,291.10,0.00
104.17.193.246,4,4,0.00,291.64,0.00
104.17.239.47,4,4,0.00,291.66,0.00
104.16.206.74,4,4,0.00,292.28,0.00
104.16.178.102,4,4,0.00,292.45,0.00
104.19.117.43,4,4,0.00,292.58,0.00
104.17.225.191,4,4,0.00,292.91,0.00
172.65.41.160,4,4,0.00,293.07,0.00
172.64.85.232,4,4,0.00,293.08,0.00
172.65.246.106,4,4,0.00,293.54,0.00
104.16.175.225,4,4,0.00,294.11,0.00
104.19.204.209,4,4,0.00,294.15,0.00
172.65.226.17,4,4,0.00,294.76,0.00
172.64.147.254,4,4,0.00,295.70,0.00
104.17.31.55,4,4,0.00,296.10,0.00
172.65.213.112,4,4,0.00,296.68,0.00
104.19.125.51,4,4,0.00,296.99,0.00
172.65.214.242,4,4,0.00,297.07,0.00
172.64.81.175,4,4,0.00,297.11,0.00
104.17.93.183,4,4,0.00,297.46,0.00
104.16.185.128,4,4,0.00,298.06,0.00
104.17.90.19,4,4,0.00,298.99,0.00
104.17.101.75,4,4,0.00,299.52,0.00
104.19.80.91,4,4,0.00,300.20,0.00
104.19.103.86,4,4,0.00,300.83,0.00
190.93.245.159,4,4,0.00,301.59,0.00
172.65.195.76,4,4,0.00,302.78,0.00
172.64.49.142,4,4,0.00,303.61,0.00
172.64.36.40,4,4,0.00,303.86,0.00
104.19.187.161,4,4,0.00,304.27,0.00
172.64.33.203,4,4,0.00,304.32,0.00
172.65.227.85,4,4,0.00,304.40,0.00
172.64.32.136,4,4,0.00,304.87,0.00
172.64.94.8,4,4,0.00,305.76,0.00
104.17.107.233,4,4,0.00,305.85,0.00
104.19.175.59,4,4,0.00,306.77,0.00
104.17.11.251,4,4,0.00,307.08,0.00
104.17.39.208,4,4,0.00,307.19,0.00
104.18.223.163,4,4,0.00,307.52,0.00
162.159.56.94,4,4,0.00,307.73,0.00
104.17.20.206,4,4,0.00,308.12,0.00
104.17.211.61,4,4,0.00,308.20,0.00
172.66.43.130,4,4,0.00,308.87,0.00
104.19.116.168,4,4,0.00,309.46,0.00
104.16.184.15,4,4,0.00,309.90,0.00
190.93.247.13,4,4,0.00,309.99,0.00
104.19.182.142,4,4,0.00,310.30,0.00
104.19.78.181,4,4,0.00,311.38,0.00
162.159.57.231,4,4,0.00,311.57,0.00
104.19.164.48,4,4,0.00,313.22,0.00
104.19.152.252,4,4,0.00,313.27,0.00
104.19.156.228,4,4,0.00,313.35,0.00
104.18.252.121,4,4,0.00,313.62,0.00
104.16.252.251,4,4,0.00,313.76,0.00
104.17.17.100,4,4,0.00,313.80,0.00
104.17.1.209,4,4,0.00,313.99,0.00
172.66.40.253,4,4,0.00,315.02,0.00
172.65.220.89,4,4,0.00,315.59,0.00
104.19.7.72,4,4,0.00,315.64,0.00
104.17.104.218,4,4,0.00,316.32,0.00
104.18.244.19,4,4,0.00,316.67,0.00
104.19.9.235,4,4,0.00,317.10,0.00
104.17.42.30,4,4,0.00,317.15,0.00
104.17.160.183,4,4,0.00,317.16,0.00
172.65.212.234,4,4,0.00,317.38,0.00
104.19.37.62,4,4,0.00,317.44,0.00
172.65.238.213,4,4,0.00,317.51,0.00
104.19.148.151,4,4,0.00,317.98,0.00
172.65.210.74,4,4,0.00,319.57,0.00
172.65.232.177,4,4,0.00,319.90,0.00
172.65.198.41,4,4,0.00,319.92,0.00
198.41.203.180,4,4,0.00,320.04,0.00
172.65.209.17,4,4,0.00,320.08,0.00
104.19.24.107,4,4,0.00,320.95,0.00
104.17.165.56,4,4,0.00,321.13,0.00
104.19.173.237,4,4,0.00,322.02,0.00
172.64.80.231,4,4,0.00,322.07,0.00
172.64.52.181,4,4,0.00,322.14,0.00
104.19.239.206,4,4,0.00,323.26,0.00
104.17.23.211,4,4,0.00,323.70,0.00
104.17.161.198,4,4,0.00,323.93,0.00
172.66.46.74,4,4,0.00,323.94,0.00
172.64.144.90,4,4,0.00,324.26,0.00
104.17.53.150,4,4,0.00,324.65,0.00
104.19.213.170,4,4,0.00,325.60,0.00
172.65.197.0,4,4,0.00,326.05,0.00
104.16.232.10,4,4,0.00,326.45,0.00
104.19.160.117,4,4,0.00,326.86,0.00
104.17.47.61,4,4,0.00,327.59,0.00
104.18.248.71,4,4,0.00,328.46,0.00
104.19.31.201,4,4,0.00,329.20,0.00
172.64.47.162,4,4,0.00,329.21,0.00
104.31.16.235,4,4,0.00,329.31,0.00
172.64.159.17,4,4,0.00,329.34,0.00
172.64.35.5,4,4,0.00,330.15,0.00
172.66.1.233,4,4,0.00,330.23,0.00
104.17.83.35,4,4,0.00,330.30,0.00
104.19.22.240,4,4,0.00,330.62,0.00
198.41.220.54,4,4,0.00,330.74,0.00
104.19.82.158,4,4,0.00,331.31,0.00
172.65.255.89,4,4,0.00,331.62,0.00
104.17.57.251,4,4,0.00,331.79,0.00
104.17.4.56,4,4,0.00,331.83,0.00
172.65.203.186,4,4,0.00,331.84,0.00
104.16.255.21,4,4,0.00,332.44,0.00
104.16.201.58,4,4,0.00,332.44,0.00
104.19.115.161,4,4,0.00,332.45,0.00
104.19.144.178,4,4,0.00,332.62,0.00
104.16.251.113,4,4,0.00,332.78,0.00
104.17.15.190,4,4,0.00,333.13,0.00
172.64.83.64,4,4,0.00,333.32,0.00
104.19.190.239,4,4,0.00,333.44,0.00
104.17.153.187,4,4,0.00,333.73,0.00
104.17.151.100,4,4,0.00,334.01,0.00
104.19.100.71,4,4,0.00,334.08,0.00
172.65.249.141,4,4,0.00,334.50,0.00
104.17.99.93,4,4,0.00,334.79,0.00
104.16.205.167,4,4,0.00,335.20,0.00
104.19.165.78,4,4,0.00,335.74,0.00
104.16.176.203,4,4,0.00,336.52,0.00
104.19.60.44,4,4,0.00,336.61,0.00
104.17.159.207,4,4,0.00,337.33,0.00
104.17.36.87,4,4,0.00,338.23,0.00
172.65.228.82,4,4,0.00,338.54,0.00
104.18.80.117,4,4,0.00,338.76,0.00
104.18.245.95,4,4,0.00,338.81,0.00
141.101.115.168,4,4,0.00,339.08,0.00
172.65.207.206,4,4,0.00,339.37,0.00
172.66.44.217,4,4,0.00,339.48,0.00
104.17.120.248,4,4,0.00,339.58,0.00
104.16.132.131,4,4,0.00,340.52,0.00
104.19.162.34,4,4,0.00,340.52,0.00
104.17.58.234,4,4,0.00,341.57,0.00
104.17.80.146,4,4,0.00,341.92,0.00
104.16.237.229,4,4,0.00,342.86,0.00
172.65.194.99,4,4,0.00,343.22,0.00
104.17.197.110,4,4,0.00,344.33,0.00
104.16.198.11,4,4,0.00,344.38,0.00
104.19.107.10,4,4,0.00,344.49,0.00
104.19.68.25,4,4,0.00,344.50,0.00
104.17.223.30,4,4,0.00,344.55,0.00
104.19.94.194,4,4,0.00,345.25,0.00
172.65.235.182,4,4,0.00,345.55,0.00
172.64.230.87,4,4,0.00,345.90,0.00
104.17.98.89,4,4,0.00,346.22,0.00
104.16.238.223,4,4,0.00,347.41,0.00
104.17.27.207,4,4,0.00,347.52,0.00
104.16.28.128,4,4,0.00,347.62,0.00
104.17.40.242,4,4,0.00,348.13,0.00
172.64.157.246,4,4,0.00,349.21,0.00
172.64.95.176,4,4,0.00,349.25,0.00
104.17.61.210,4,4,0.00,349.89,0.00
104.17.48.52,4,4,0.00,349.91,0.00
104.17.0.223,4,4,0.00,350.14,0.00
