IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.16.204.215,4,4,0.00,179.27,0.00
162.159.10.63,4,4,0.00,180.64,0.00
104.16.199.233,4,4,0.00,180.84,0.00
162.159.25.253,4,4,0.00,180.93,0.00
104.16.173.139,4,4,0.00,181.28,0.00
162.159.7.72,4,4,0.00,181.48,0.00
104.16.187.177,4,4,0.00,182.02,0.00
104.16.183.252,4,4,0.00,182.04,0.00
104.16.171.22,4,4,0.00,182.05,0.00
104.16.190.105,4,4,0.00,182.31,0.00
172.65.252.44,4,4,0.00,182.89,0.00
172.65.251.83,4,4,0.00,182.92,0.00
104.16.172.235,4,4,0.00,183.02,0.00
104.16.177.109,4,4,0.00,183.27,0.00
104.16.193.139,4,4,0.00,183.59,0.00
104.16.185.111,4,4,0.00,183.65,0.00
172.65.254.19,4,4,0.00,183.75,0.00
104.16.203.44,4,4,0.00,184.19,0.00
104.16.192.235,4,4,0.00,184.42,0.00
104.16.70.208,4,4,0.00,184.47,0.00
104.16.117.83,4,4,0.00,184.55,0.00
172.64.34.45,4,4,0.00,184.89,0.00
172.66.43.103,4,4,0.00,185.26,0.00
172.65.233.31,4,4,0.00,185.37,0.00
172.66.45.167,4,4,0.00,185.43,0.00
104.16.194.105,4,4,0.00,185.84,0.00
172.65.242.126,4,4,0.00,185.85,0.00
172.65.212.44,4,4,0.00,185.85,0.00
172.65.209.37,4,4,0.00,185.85,0.00
162.159.193.148,4,4,0.00,185.97,0.00
172.65.255.173,4,4,0.00,186.01,0.00
172.65.228.171,4,4,0.00,186.10,0.00
104.16.189.170,4,4,0.00,186.12,0.00
172.65.225.165,4,4,0.00,186.14,0.00
172.64.91.209,4,4,0.00,186.15,0.00
172.65.247.182,4,4,0.00,186.36,0.00
172.65.224.240,4,4,0.00,186.70,0.00
172.64.35.55,4,4,0.00,186.81,0.00
172.66.0.33,4,4,0.00,186.87,0.00
172.65.219.129,4,4,0.00,186.92,0.00
172.65.207.142,4,4,0.00,187.09,0.00
172.64.88.0,4,4,0.00,187.11,0.00
172.64.33.104,4,4,0.00,187.52,0.00
172.65.192.142,4,4,0.00,187.58,0.00
172.65.248.74,4,4,0.00,187.59,0.00
104.16.186.213,4,4,0.00,187.61,0.00
172.65.226.24,4,4,0.00,187.67,0.00
172.65.223.36,4,4,0.00,187.97,0.00
172.64.32.79,4,4,0.00,188.00,0.00
104.16.182.31,4,4,0.00,188.31,0.00
104.18.18.247,4,4,0.00,189.00,0.00
104.16.180.149,4,4,0.00,189.13,0.00
172.65.203.136,4,4,0.00,189.13,0.00
172.64.46.103,4,4,0.00,189.29,0.00
172.65.244.247,4,4,0.00,189.74,0.00
172.65.243.59,4,4,0.00,189.78,0.00
162.159.2.35,4,4,0.00,189.87,0.00
172.65.241.140,4,4,0.00,190.50,0.00
172.65.240.95,4,4,0.00,190.87,0.00
172.64.93.137,4,4,0.00,190.94,0.00
104.16.213.173,4,4,0.00,191.25,0.00
172.65.222.245,4,4,0.00,191.43,0.00
172.65.235.170,4,4,0.00,191.44,0.00
104.16.216.22,4,4,0.00,191.46,0.00
104.16.168.39,4,4,0.00,191.51,0.00
104.16.210.75,4,4,0.00,191.53,0.00
104.16.209.158,4,4,0.00,191.53,0.00
104.16.211.66,4,4,0.00,191.65,0.00
104.16.212.97,4,4,0.00,191.74,0.00
172.64.95.246,4,4,0.00,191.94,0.00
162.159.41.27,4,4,0.00,191.96,0.00
162.159.36.98,4,4,0.00,192.10,0.00
162.159.40.144,4,4,0.00,192.17,0.00
172.64.47.126,4,4,0.00,192.27,0.00
162.159.61.64,4,4,0.00,192.36,0.00
104.16.208.42,4,4,0.00,192.38,0.00
162.159.60.212,4,4,0.00,192.63,0.00
104.16.202.9,4,4,0.00,192.78,0.00
162.159.24.166,4,4,0.00,192.84,0.00
172.65.211.74,4,4,0.00,192.96,0.00
162.159.21.51,4,4,0.00,193.09,0.00
162.159.56.231,4,4,0.00,193.20,0.00
162.159.15.112,4,4,0.00,193.37,0.00
162.159.26.42,4,4,0.00,193.39,0.00
104.16.201.30,4,4,0.00,193.55,0.00
162.159.14.130,4,4,0.00,193.67,0.00
162.159.9.163,4,4,0.00,193.78,0.00
172.64.52.159,4,4,0.00,193.78,0.00
162.159.3.46,4,4,0.00,193.91,0.00
104.16.198.227,4,4,0.00,193.94,0.00
162.159.17.3,4,4,0.00,194.07,0.00
162.159.5.9,4,4,0.00,194.09,0.00
162.159.6.68,4,4,0.00,194.22,0.00
172.64.41.96,4,4,0.00,194.29,0.00
172.65.213.100,4,4,0.00,194.30,0.00
104.16.195.172,4,4,0.00,194.61,0.00
172.64.48.252,4,4,0.00,194.74,0.00
104.16.207.186,4,4,0.00,194.91,0.00
172.64.158.57,4,4,0.00,195.27,0.00
172.64.36.74,4,4,0.00,195.47,0.00
104.16.170.29,4,4,0.00,195.62,0.00
172.66.44.198,4,4,0.00,195.82,0.00
162.159.32.199,4,4,0.00,195.93,0.00
162.159.20.131,4,4,0.00,196.10,0.00
104.16.217.227,4,4,0.00,196.23,0.00
162.159.27.214,4,4,0.00,196.40,0.00
162.159.58.51,4,4,0.00,196.42,0.00
162.159.62.80,4,4,0.00,196.48,0.00
104.16.215.30,4,4,0.00,196.92,0.00
162.159.16.14,4,4,0.00,196.95,0.00
172.66.2.146,4,4,0.00,197.03,0.00
162.159.39.107,4,4,0.00,197.06,0.00
104.16.197.220,4,4,0.00,197.33,0.00
162.159.57.212,4,4,0.00,197.80,0.00
162.159.38.88,4,4,0.00,197.89,0.00
162.159.19.22,4,4,0.00,197.94,0.00
172.64.50.216,4,4,0.00,197.96,0.00
104.18.21.205,4,4,0.00,198.24,0.00
104.16.181.219,4,4,0.00,198.28,0.00
104.16.218.165,4,4,0.00,198.31,0.00
172.65.232.132,4,4,0.00,198.44,0.00
104.18.20.205,4,4,0.00,198.46,0.00
104.18.19.19,4,4,0.00,198.48,0.00
172.65.231.185,4,4,0.00,198.60,0.00
104.16.176.90,4,4,0.00,198.70,0.00
104.16.178.125,4,4,0.00,198.70,0.00
162.159.18.203,4,4,0.00,198.76,0.00
172.65.230.170,4,4,0.00,198.80,0.00
104.16.174.70,4,4,0.00,198.80,0.00
104.18.17.219,4,4,0.00,198.82,0.00
104.18.16.175,4,4,0.00,198.91,0.00
104.19.128.94,4,4,0.00,199.40,0.00
162.159.8.67,4,4,0.00,199.44,0.00
172.65.215.174,4,4,0.00,199.71,0.00
104.19.251.6,4,4,0.00,199.97,0.00
172.65.206.191,4,4,0.00,200.24,0.00
172.64.68.48,4,4,0.00,200.37,0.00
104.19.250.88,4,4,0.00,200.44,0.00
104.19.249.185,4,4,0.00,200.97,0.00
172.64.157.165,4,4,0.00,201.29,0.00
104.18.123.49,4,4,0.00,201.32,0.00
104.18.126.2,4,4,0.00,201.38,0.00
172.65.204.70,4,4,0.00,201.38,0.00
104.19.129.90,4,4,0.00,201.88,0.00
104.16.90.103,4,4,0.00,201.95,0.00
104.16.191.114,4,4,0.00,201.97,0.00
172.65.234.62,4,4,0.00,201.98,0.00
104.18.119.247,4,4,0.00,202.36,0.00
172.65.238.1,4,4,0.00,202.38,0.00
172.65.239.146,4,4,0.00,202.39,0.00
172.64.153.69,4,4,0.00,202.51,0.00
172.65.198.194,4,4,0.00,202.55,0.00
172.64.89.184,4,4,0.00,203.14,0.00
172.64.80.166,4,4,0.00,203.14,0.00
172.64.84.221,4,4,0.00,203.14,0.00
172.65.199.227,4,4,0.00,203.15,0.00
172.64.83.150,4,4,0.00,203.27,0.00
162.159.199.48,4,4,0.00,203.32,0.00
172.64.81.142,4,4,0.00,203.45,0.00
104.18.115.245,4,4,0.00,203.45,0.00
172.64.155.166,4,4,0.00,203.80,0.00
172.64.144.72,4,4,0.00,203.99,0.00
172.64.152.177,4,4,0.00,204.51,0.00
172.64.38.137,4,4,0.00,204.57,0.00
172.64.37.184,4,4,0.00,204.57,0.00
172.64.49.150,4,4,0.00,205.37,0.00
104.19.243.74,4,4,0.00,206.60,0.00
172.64.94.34,4,4,0.00,207.77,0.00
104.31.16.205,4,4,0.00,208.46,0.00
162.159.143.167,4,4,0.00,208.61,0.00
162.159.134.200,4,4,0.00,208.76,0.00
104.16.219.145,4,4,0.00,209.06,0.00
172.64.42.181,4,4,0.00,209.29,0.00
104.16.228.31,4,4,0.00,214.84,0.00
104.16.227.247,4,4,0.00,215.13,0.00
104.16.254.224,4,4,0.00,215.35,0.00
104.16.253.78,4,4,0.00,215.43,0.00
104.16.224.96,4,4,0.00,215.91,0.00
104.16.223.55,4,4,0.00,216.24,0.00
104.16.222.83,4,4,0.00,216.51,0.00
104.16.251.142,4,4,0.00,216.79,0.00
104.17.26.75,4,4,0.00,219.32,0.00
104.16.240.20,4,4,0.00,219.39,0.00
104.16.248.113,4,4,0.00,219.49,0.00
104.16.249.10,4,4,0.00,219.49,0.00
104.16.239.72,4,4,0.00,219.50,0.00
104.16.246.51,4,4,0.00,219.54,0.00
104.16.245.212,4,4,0.00,219.56,0.00
104.17.23.182,4,4,0.00,219.62,0.00
104.16.244.67,4,4,0.00,219.70,0.00
104.16.247.62,4,4,0.00,219.75,0.00
104.16.242.29,4,4,0.00,219.76,0.00
104.16.243.177,4,4,0.00,219.97,0.00
104.16.238.219,4,4,0.00,219.99,0.00
104.16.220.194,4,4,0.00,220.38,0.00
172.64.40.78,4,4,0.00,224.64,0.00
104.16.235.242,4,4,0.00,229.31,0.00
104.16.234.229,4,4,0.00,229.33,0.00
104.17.7.173,4,4,0.00,230.36,0.00
104.16.231.237,4,4,0.00,231.11,0.00
172.67.208.8,4,4,0.00,232.37,0.00
172.67.139.91,4,4,0.00,232.65,0.00
172.67.191.85,4,4,0.00,233.02,0.00
172.67.185.59,4,4,0.00,233.11,0.00
172.67.184.177,4,4,0.00,233.31,0.00
104.17.37.88,4,4,0.00,233.33,0.00
104.17.40.39,4,4,0.00,233.37,0.00
104.19.91.193,4,4,0.00,233.65,0.00
104.17.38.253,4,4,0.00,233.82,0.00
104.17.31.221,4,4,0.00,234.00,0.00
104.17.35.247,4,4,0.00,234.03,0.00
