IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
172.64.229.48,4,4,0.00,131.90,0.00
172.64.229.85,4,4,0.00,135.33,0.00
172.64.229.117,4,4,0.00,135.73,0.00
172.64.229.245,4,4,0.00,135.91,0.00
172.64.229.162,4,4,0.00,136.01,0.00
172.64.229.215,4,4,0.00,136.23,0.00
172.64.229.61,4,4,0.00,136.40,0.00
172.64.229.242,4,4,0.00,136.45,0.00
172.64.229.35,4,4,0.00,136.81,0.00
172.64.229.229,4,4,0.00,136.98,0.00
