IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.20.210.218,4,4,0.00,251.87,0.00
104.25.113.177,4,4,0.00,251.87,0.00
104.20.150.188,4,4,0.00,252.00,0.00
104.24.144.100,4,4,0.00,252.02,0.00
172.67.139.199,4,4,0.00,252.06,0.00
172.66.165.178,4,4,0.00,252.09,0.00
104.24.188.25,4,4,0.00,252.12,0.00
172.67.114.190,4,4,0.00,252.21,0.00
104.27.3.174,4,4,0.00,252.24,0.00
104.27.11.41,4,4,0.00,252.30,0.00
172.67.117.11,4,4,0.00,252.31,0.00
104.24.155.96,4,4,0.00,252.31,0.00
104.20.25.240,4,4,0.00,252.39,0.00
104.20.136.78,4,4,0.00,252.42,0.00
104.26.13.132,4,4,0.00,252.42,0.00
104.22.78.210,4,4,0.00,252.48,0.00
104.25.189.248,4,4,0.00,252.57,0.00
104.20.139.178,4,4,0.00,252.60,0.00
104.27.8.199,4,4,0.00,252.72,0.00
104.20.175.125,4,4,0.00,252.77,0.00
172.67.47.143,4,4,0.00,252.78,0.00
172.67.207.59,4,4,0.00,252.82,0.00
104.27.122.112,4,4,0.00,252.96,0.00
104.23.128.209,4,4,0.00,252.98,0.00
172.67.174.100,4,4,0.00,253.16,0.00
104.27.13.90,4,4,0.00,253.19,0.00
172.67.113.5,4,4,0.00,253.22,0.00
104.24.218.252,4,4,0.00,253.23,0.00
104.23.142.130,4,4,0.00,253.23,0.00
104.20.19.132,4,4,0.00,253.31,0.00
104.27.49.120,4,4,0.00,253.31,0.00
172.67.31.168,4,4,0.00,253.45,0.00
104.24.166.224,4,4,0.00,253.54,0.00
104.24.92.133,4,4,0.00,253.56,0.00
104.20.9.91,4,4,0.00,253.57,0.00
104.18.125.42,4,4,0.00,253.59,0.00
104.27.46.71,4,4,0.00,253.63,0.00
104.25.98.126,4,4,0.00,253.66,0.00
104.25.0.133,4,4,0.00,253.67,0.00
104.27.50.130,4,4,0.00,253.73,0.00
104.25.90.212,4,4,0.00,253.83,0.00
104.25.251.226,4,4,0.00,254.09,0.00
104.27.5.81,4,4,0.00,254.10,0.00
172.67.45.22,4,4,0.00,254.12,0.00
104.20.206.108,4,4,0.00,254.12,0.00
104.26.6.140,4,4,0.00,254.19,0.00
104.20.50.207,4,4,0.00,254.21,0.00
104.20.152.2,4,4,0.00,254.22,0.00
104.20.106.78,4,4,0.00,254.24,0.00
172.67.98.95,4,4,0.00,254.40,0.00
162.159.34.26,4,4,0.00,254.46,0.00
172.67.153.234,4,4,0.00,254.47,0.00
104.24.156.114,4,4,0.00,254.49,0.00
172.67.86.58,4,4,0.00,254.55,0.00
172.67.38.156,4,4,0.00,254.55,0.00
104.25.116.157,4,4,0.00,254.61,0.00
172.67.190.117,4,4,0.00,254.66,0.00
104.25.217.244,4,4,0.00,254.83,0.00
172.67.48.63,4,4,0.00,254.86,0.00
141.101.113.34,4,4,0.00,254.95,0.00
104.20.49.44,4,4,0.00,255.24,0.00
104.27.33.201,4,4,0.00,255.30,0.00
104.27.126.169,4,4,0.00,255.34,0.00
104.27.127.76,4,4,0.00,255.37,0.00
104.22.48.207,4,4,0.00,255.52,0.00
104.24.6.197,4,4,0.00,255.69,0.00
104.20.177.51,4,4,0.00,255.71,0.00
104.27.27.92,4,4,0.00,255.73,0.00
104.23.100.191,4,4,0.00,255.84,0.00
104.25.192.207,4,4,0.00,255.95,0.00
104.25.242.138,4,4,0.00,256.07,0.00
198.41.212.49,4,4,0.00,256.12,0.00
104.24.3.143,4,4,0.00,256.15,0.00
172.67.84.233,4,4,0.00,256.19,0.00
104.20.52.111,4,4,0.00,256.27,0.00
172.67.52.198,4,4,0.00,256.29,0.00
172.67.237.158,4,4,0.00,256.31,0.00
104.20.16.25,4,4,0.00,256.39,0.00
104.25.93.215,4,4,0.00,256.39,0.00
104.25.96.133,4,4,0.00,256.48,0.00
172.67.87.229,4,4,0.00,256.53,0.00
172.67.252.176,4,4,0.00,256.53,0.00
104.20.137.139,4,4,0.00,256.59,0.00
104.20.154.104,4,4,0.00,256.69,0.00
172.67.82.130,4,4,0.00,256.75,0.00
172.67.90.108,4,4,0.00,256.75,0.00
104.24.206.32,4,4,0.00,256.82,0.00
104.24.56.175,4,4,0.00,256.92,0.00
104.27.121.135,4,4,0.00,256.99,0.00
172.67.149.175,4,4,0.00,257.09,0.00
172.67.239.21,4,4,0.00,257.15,0.00
104.23.136.174,4,4,0.00,257.29,0.00
104.27.84.80,4,4,0.00,257.40,0.00
104.27.4.59,4,4,0.00,257.57,0.00
104.24.184.223,4,4,0.00,257.67,0.00
104.24.51.110,4,4,0.00,257.69,0.00
104.27.72.117,4,4,0.00,257.72,0.00
104.24.75.66,4,4,0.00,257.87,0.00
104.24.178.183,4,4,0.00,257.97,0.00
172.66.161.189,4,4,0.00,258.01,0.00
104.20.109.134,4,4,0.00,258.20,0.00
172.67.57.236,4,4,0.00,258.24,0.00
104.21.209.209,4,4,0.00,258.28,0.00
104.18.21.75,4,4,0.00,258.28,0.00
104.27.88.132,4,4,0.00,258.32,0.00
172.67.59.61,4,4,0.00,258.37,0.00
104.20.3.87,4,4,0.00,258.81,0.00
104.20.226.5,4,4,0.00,258.86,0.00
104.24.240.104,4,4,0.00,258.98,0.00
104.20.234.64,4,4,0.00,259.23,0.00
104.20.78.129,4,4,0.00,259.27,0.00
104.24.215.173,4,4,0.00,259.28,0.00
104.27.204.41,4,4,0.00,259.46,0.00
172.67.108.77,4,4,0.00,259.46,0.00
104.23.103.96,4,4,0.00,259.50,0.00
172.65.126.29,4,4,0.00,259.58,0.00
104.20.155.222,4,4,0.00,259.60,0.00
104.24.77.220,4,4,0.00,259.77,0.00
172.67.107.28,4,4,0.00,259.85,0.00
172.65.97.152,4,4,0.00,260.14,0.00
172.67.104.205,4,4,0.00,260.34,0.00
172.67.121.254,4,4,0.00,260.35,0.00
104.27.43.193,4,4,0.00,260.55,0.00
104.20.143.41,4,4,0.00,260.57,0.00
172.67.106.183,4,4,0.00,260.65,0.00
104.16.127.76,4,4,0.00,260.68,0.00
172.67.125.139,4,4,0.00,260.91,0.00
104.23.104.117,4,4,0.00,260.91,0.00
104.20.77.49,4,4,0.00,261.08,0.00
172.67.37.58,4,4,0.00,261.18,0.00
104.27.2.2,4,4,0.00,261.21,0.00
104.20.26.218,4,4,0.00,261.24,0.00
104.27.196.58,4,4,0.00,261.67,0.00
104.24.14.69,4,4,0.00,261.69,0.00
104.27.39.220,4,4,0.00,261.74,0.00
104.25.195.247,4,4,0.00,261.84,0.00
104.23.125.149,4,4,0.00,261.85,0.00
104.23.139.121,4,4,0.00,261.91,0.00
172.67.127.56,4,4,0.00,261.98,0.00
104.25.112.53,4,4,0.00,262.40,0.00
104.27.6.251,4,4,0.00,262.49,0.00
104.27.58.49,4,4,0.00,262.50,0.00
104.27.1.173,4,4,0.00,262.84,0.00
172.67.43.38,4,4,0.00,263.08,0.00
172.67.26.237,4,4,0.00,263.66,0.00
104.20.246.32,4,4,0.00,264.52,0.00
172.67.214.185,4,4,0.00,264.62,0.00
104.27.100.115,4,4,0.00,264.72,0.00
104.20.240.158,4,4,0.00,264.81,0.00
104.26.15.174,4,4,0.00,265.62,0.00
104.24.139.21,4,4,0.00,265.96,0.00
104.24.4.12,4,4,0.00,266.01,0.00
104.27.85.79,4,4,0.00,266.42,0.00
172.67.53.30,4,4,0.00,266.59,0.00
172.67.97.112,4,4,0.00,266.74,0.00
172.67.54.29,4,4,0.00,266.91,0.00
172.65.104.139,4,4,0.00,267.34,0.00
104.25.239.116,4,4,0.00,267.52,0.00
104.25.111.107,4,4,0.00,267.55,0.00
162.159.35.91,4,4,0.00,267.63,0.00
104.27.104.124,4,4,0.00,268.12,0.00
104.20.59.97,4,4,0.00,268.28,0.00
104.27.45.118,4,4,0.00,268.43,0.00
104.25.126.156,4,4,0.00,268.45,0.00
172.67.154.41,4,4,0.00,268.74,0.00
104.22.0.216,4,4,0.00,268.74,0.00
172.67.75.154,4,4,0.00,268.86,0.00
104.27.44.231,4,4,0.00,269.35,0.00
104.25.42.129,4,4,0.00,269.73,0.00
104.25.185.96,4,4,0.00,269.80,0.00
172.67.118.232,4,4,0.00,269.95,0.00
104.27.10.232,4,4,0.00,269.99,0.00
104.27.9.219,4,4,0.00,270.33,0.00
104.25.220.120,4,4,0.00,270.67,0.00
172.67.123.17,4,4,0.00,271.07,0.00
104.25.99.177,4,4,0.00,271.33,0.00
172.67.99.15,4,4,0.00,272.18,0.00
172.67.46.147,4,4,0.00,272.56,0.00
104.23.98.221,4,4,0.00,272.71,0.00
172.67.41.248,4,4,0.00,272.78,0.00
172.67.76.71,4,4,0.00,272.86,0.00
104.22.14.58,4,4,0.00,273.05,0.00
104.27.123.208,4,4,0.00,273.16,0.00
172.67.80.28,4,4,0.00,274.50,0.00
172.67.13.95,4,4,0.00,275.77,0.00
104.24.21.204,4,4,0.00,276.48,0.00
172.65.152.112,4,4,0.00,277.58,0.00
104.19.150.17,4,4,0.00,278.29,0.00
104.24.60.90,4,4,0.00,278.71,0.00
104.27.14.97,4,4,0.00,278.77,0.00
104.27.203.167,4,4,0.00,279.11,0.00
172.65.81.108,4,4,0.00,280.17,0.00
172.67.27.198,4,4,0.00,281.24,0.00
104.27.114.65,4,4,0.00,282.65,0.00
172.67.77.15,4,4,0.00,283.99,0.00
104.27.116.159,4,4,0.00,285.91,0.00
172.67.112.77,4,4,0.00,287.60,0.00
104.17.19.165,4,4,0.00,287.91,0.00
104.16.244.51,4,4,0.00,295.79,0.00
104.19.149.116,4,4,0.00,299.13,0.00
104.16.226.13,4,4,0.00,304.74,0.00
104.17.65.187,4,4,0.00,308.50,0.00
104.17.127.248,4,4,0.00,310.11,0.00
104.19.158.196,4,4,0.00,311.44,0.00
104.18.243.85,4,4,0.00,311.64,0.00
198.41.217.248,4,4,0.00,319.29,0.00
172.64.48.78,4,4,0.00,322.54,0.00
172.64.85.232,4,4,0.00,325.40,0.00
104.19.152.152,4,4,0.00,327.65,0.00
162.159.26.166,4,4,0.00,328.56,0.00
104.19.153.11,4,4,0.00,329.78,0.00
104.17.110.0,4,4,0.00,332.42,0.00
104.17.3.96,4,4,0.00,333.91,0.00
104.19.157.117,4,4,0.00,338.19,0.00
172.64.92.218,4,4,0.00,344.48,0.00
104.19.223.99,4,4,0.00,349.52,0.00
104.19.155.124,4,4,0.00,350.03,0.00
104.16.160.132,4,4,0.00,352.04,0.00
172.64.53.161,4,4,0.00,354.15,0.00
162.159.135.194,4,4,0.00,358.20,0.00
172.64.94.132,4,4,0.00,359.61,0.00
104.19.236.237,4,4,0.00,360.66,0.00
104.17.34.97,4,4,0.00,363.65,0.00
104.17.104.93,4,4,0.00,363.95,0.00
104.19.252.33,4,4,0.00,365.05,0.00
104.16.34.234,4,4,0.00,365.39,0.00
104.17.76.76,4,4,0.00,365.64,0.00
104.19.237.170,4,4,0.00,367.09,0.00
162.159.9.187,4,4,0.00,367.27,0.00
104.19.220.20,4,4,0.00,367.46,0.00
104.19.221.186,4,4,0.00,367.57,0.00
104.17.85.252,4,4,0.00,367.97,0.00
104.18.153.213,4,4,0.00,370.57,0.00
162.159.49.34,4,4,0.00,370.68,0.00
104.18.144.216,4,4,0.00,372.20,0.00
104.16.198.75,4,4,0.00,374.24,0.00
104.17.145.99,4,4,0.00,375.54,0.00
104.16.208.226,4,4,0.00,375.70,0.00
104.17.17.247,4,4,0.00,376.33,0.00
162.159.5.38,4,4,0.00,376.60,0.00
104.17.9.115,4,4,0.00,377.40,0.00
104.17.55.14,4,4,0.00,377.50,0.00
104.17.86.79,4,4,0.00,377.52,0.00
104.17.43.95,4,4,0.00,377.98,0.00
104.17.8.131,4,4,0.00,378.08,0.00
162.159.239.235,4,4,0.00,378.38,0.00
