IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.18.74.203,4,4,0.00,145.44,0.00
104.17.97.248,4,4,0.00,150.96,0.00
198.41.205.26,4,4,0.00,189.86,0.00
198.41.222.215,4,4,0.00,193.76,0.00
141.101.115.151,4,4,0.00,194.24,0.00
104.25.133.96,4,4,0.00,213.06,0.00
104.20.218.67,4,4,0.00,213.82,0.00
173.245.58.195,4,4,0.00,214.75,0.00
104.22.35.241,4,4,0.00,215.13,0.00
104.21.101.29,4,4,0.00,215.31,0.00
